Author_id,Name
3352,WILLIAM DIEHL
3353,JULIA FENTON
3354,VICKI A. BRADY
3355,LINDA DOBSON
3356,BOB BARNES
3357,MARVIN ALLEN
3358,DOUGLAS HOBBIE
3359,GOWER
3360,ANTONY SHER
3361,MONIKA ELWENSPOEK
3362,JUAN RAMON JIMENEZ
3363,JACK WELCH
3364,JOHN A. BYRNE
3365,CONARI PRESS
3366,DAWNA MARKOVA
3367,ANDRE DUBUS III
3368,RIA FEHLAU
3369,NEW LINE PRODUCTIONS
3370,TOM SHALES
3371,JAMES ANDREW MILLER
3372,CHARLOTTE HUGHES
3373,ROBERT GOLDSBOROUGH
3374,JENNIFER BLAKE
3375,ANNA PAVORD
3376,SD PERRY
3377,JOHN STRALEY
3378,JEFF ROVIN
3379,JULIA BELL
3380,PAUL MAGRS
3381,ANDREW MOTION
3382,EA ELLIS
3383,ROBERT MUNSCH
3384,SHEILA MCGRAW
3385,ROBIN QUIVERS
3386,NORMAN MACLEAN
3387,SE HINTON
3388,JOHN GUNTHER
3389,RICHARD PRESTON
3390,LENNY FLANK
3391,JOY ADAMSON
3392,GEORGE PAGE
3393,NAGUIB MAHFOUZ
3394,TAGREID ABU-HASSABO
3395,WEI HUI
3396,CATHERINE LANDIS
3397,AMANDA EYRE WARD
3398,RACHEL CARSON
3399,LINDA LEAR
3400,TONY HAWKS
3401,LINDSAY CLARKE
3402,KARIN MCQUILLAN
3403,AMY THOMSON
3404,LAURA JOH ROWLAND
3405,MARJORIE B. KELLOGG
3406,MARJORIE BRADLEY KELLOGG
3407,JODY LEE
3408,KAGE BAKER
3409,DAVID CLEMENT-DAVIES
3410,RACHEL POLLACK
3411,EMILY JENKINS
3412,MIRIKA MAYO CORNELIUS
3413,VICTOR H. KRULAK
3414,CHARLES TOMLINSON
3415,MARY ANN LAMANNA
3416,AGNES RIEDMANN
3417,MICHAEL DROSNIN
3418,JOHN SEARLES
3419,CAROL GRACE
3420,TOM STONE
3421,SHERI REYNOLDS
3422,BONNIE BLUH
3423,GLORIA MURPHY
3424,PAT SHIPMAN
3425,DONALD SERRELL THOMAS
3426,BENEDICT FREEDMAN
3427,NANCY FREEDMAN
3428,ELIZABETH BERG
3429,ROXANA ROBINSON
3430,WILLARD SCOTT
3431,BILL CRIDER
3432,LAURIE GRAHAM
3433,ANNE D. LECLAIRE
3434,PARNELL HALL
3435,CATHERINE ANDERSON
3436,NIKKI RIVERS
3437,KATHLEEN O'REILLY
3438,JUDY CHRISTENBERRY
3439,MURIEL JENSEN
3440,TINA LEONARD
3441,EMMA CRAIG
3442,NANCY PEARL
3443,TIM WINTON
3444,JIM FERGUS
3445,RANDALL ROBINSON
3446,JIM MARRS
3447,EDWIN A. ABBOTT
3448,WILLIAM SYDNEY PORTER
3449,SHANE WELLER
3450,MICHAEL HENRY HEIM
3451,WAYNE WEIBLE
3452,CAMILO JOSE CELA
3453,ANTHONY KERRIGAN
3454,JEREMY HARWOOD
3455,SIMON FIELDING
3456,GILLIAN EMERSON-ROBE
3457,JIM UNDERWOOD
3458,PEARL CLEAGE
3459,MARLO MORGAN
3460,GARY MEIER
3461,GLORIA MEIER
3462,ERNEST HILLEN
3463,DEIRDRE MADDEN
3464,ROGER HARGREAVES
3465,STELLA BRAAM
3466,HARTMUT BIEG
3467,BARBARA PIERCE
3468,DINAH MCCALL
3469,BERTRICE SMALL
3470,KATHY LOVE
3471,LISA PLUMLEY
3472,CAIT LONDON
3473,LAUREN BARATZ-LOGSTED
3474,ANNIE GOTTLIEB
3475,SLOBODAN D. PESIC
3476,VICKI LEWIS THOMPSON
3477,TONY JOHNSTON
3478,RENE BARJAVEL
3479,KEN MUNRO
3480,LIZ SMITH PARKHURST
3481,ROD LORENZ
3482,THOMAS KING
3483,HANSJÖRG SCHNEIDER
3484,BOTHO STRAUSS
3485,ERIKA BURKART
3486,FREYA VON MOLTKE
3487,REINHARD DELAU
3488,HANS-LUDWIG BÖHME
3489,CHRISTINA VIRAGH
3490,JACQUES WIRZ
3491,MICHAEL BAYER
3492,NORBER
3493,LINDA BROWER MEEKS
3494,PHILIP HEIT
3495,RANDY M. PAGE
3496,PAUL LUKAS
3497,FRITJOF CAPRA
3498,SUANNE KELMAN
3499,JOHN SEABROOK
3500,LIONEL TIGER
3501,HAL NIEDZVIECKI
3502,ERNEST BECKER
3503,STIG BJORKMAN
3504,TIM BURTON
3505,STEVE MOSS
3506,TIM LOTT
3507,JAMES M. CAIN
3508,DASHIELL HAMMETT
3509,BENJAMIN ANASTAS
3510,JOSE SARAMAGO
3511,GIOVANNI PONTIERO
3512,JACOB GRIMM
3513,WILHELM GRIMM
3514,JACK ZIPES
3515,ARTHUR NERSESIAN
3516,WALTER KIRN
3517,ROXANNE HENKE
3518,WENDY CORSI STAUB
3519,JOSHUA PIVEN
3520,HUGH ROSS WILLIAMSON
3521,CINDY RIBARICH
3522,SUZANNE DELZIO
3523,BILL LESSARD
3524,STEVE BALDWIN
3525,HAROLD SCHECHTER
3526,LESLEY ADKINS
3527,ROY ADKINS
3528,IAN GIBSON
3529,JAN BONDESON
3530,RICHARD M. STALLMAN
3531,LAWRENCE LESSIG
3532,JOSHUA GAY
3533,LAU
3534,VAUGHN BULLARD
3535,KEVIN T. SMITH
3536,MICHAEL C. DACONTA
3537,MARY GENTLE
3538,PHILIP HAZEL
3539,RICHARD BIRD
3540,TIM O'BRIEN
3541,STEPHEN WILLIAMS
3542,NOEL PERRIN
3543,MARJORY WUNSCH
3544,NATALIE ANGIER
3545,TIM FOLGER
3546,ANTHONY EVERITT
3547,CHRIS KRESKI
3548,MICHAEL J. NELSON
3549,STEPHEN KENDRICK
3550,DAVE MCKEAN
3551,RANDALL KENNEDY
3552,ROCHELLE MORTON
3553,JEFF KELLY
3554,THOMAS LYNCH
3555,LARRY L. KING
3556,BEN MACINTYRE
3557,DAVID M. FRIEDMAN
3558,CHERYL RILLY
3559,DAVID HAGBERG
3560,EUGENIA PRICE
3561,EDWARD MCNALL BURNS
3562,STANDISH MEACHAM
3563,ROBERT E. LER
3564,STEVEN ALTER
3565,XAVIER PATIER
3566,JACQUES SERGUINE
3567,HELGE SCHNEIDER
3568,DON ROBERTS
3569,MICHAEL MOJHER
3570,ANITA DESAI
3571,GLADYS TAYLOR
3572,JEFF BURGESS
3573,WP KINSELLA
3574,TOR SEIDLER
3575,VIVIAN VANDE VELDE
3576,GAIL BOWEN
3577,FRANZ KAFKA
3578,SIR RICHARD FRANCIS BURTON
3579,GEORGE RR MARTIN
3580,KATHE KOJA
3581,DOUG LANSKY
3582,CAROLINE RIVOLIER
3583,S. WHITE
3584,JUDITH KRANTZ
3585,RICHARD P. HENRICK
3586,JOHANNA KINGSLEY
3587,LAURIE NOTARO
3588,TAYLOR CALDWELL
3589,JULIA CAMERON
3590,MARK GRIFFIN
3591,THERON WALKER
3592,ELIZABETH POWERS
3593,AMY MANDELKER
3594,LOUISE PERROTTA
3595,GINA FONTANA
3596,FERDINAND G. MAHFOOD
3597,SUE ELLEN COOPER
3598,ANDREA REEKSTIN
3599,RICHARD ROHR
3600,JOSEPH MARTOS
3601,JAMAICA KINCAID
3602,PAUL FLEISCHMAN
3603,KATHRYN JACOBI
3604,MARGOT LIVESEY
3605,CATHI HANAUER
3606,MARGARET MOORMAN
3607,MONICA ALI
3608,KAREN JOY FOWLER
3609,MICAH SPARKS
3610,LOLLY WINSTON
3611,SUSAN MINOT
3612,CHARLOTTE VALE ALLEN
3613,CATHY KELLY
3614,EDUARDO GALEANO
3615,JANICE LAW
3616,JUDITH HAWKES
3617,JAMES JENNINGS
3618,JEAN BAUDRILLARD
3619,JULIA WITWER
3620,ALVIN SCHWARTZ
3621,STEPHEN GAMMELL
3622,MELVIN BURGESS
3623,NEALE DONALD WALSCH
3624,JANET PEERY
3625,ROBERT ALEXANDER
3626,ANTWONE Q. FISHER
3627,MIM E. RIVAS
3628,FRED CHAPPELL
3629,FRANCES PARK
3630,CAROLINE GORDON
3631,TIMOTHY ZAHN
3632,O'CORK
3633,LARRY KIRK
3634,GERALD SCARFE
3635,STEVE BELL
3636,MARK BRYANT
3637,TONI GOFFE
3638,HENRIETTA STICKLAND
3639,MILAN RAI
3640,MANDY WAGSTAFF
3641,JEAN LIEDLOFF
3642,WILL SELF
3643,JOHN LANCHESTER
3644,MORIHEI UESHIBA
3645,JOHN STEVENS
3646,STEVEN PRESSFIELD
3647,BB HILLER
3648,LORRIE MOORE
3649,KEN  FOLLETT
3650,BRUCE H. WILKINSON
3651,MARELE DAY
3652,ROBIN KLEIN
3653,DAVID FINN
3654,CAFI COHEN
3655,DOROTHY MOORE
3656,RAYMOND MOORE
3657,LUCY JO PALLADINO
3658,DANIEL SILVA
3659,ROBERT ADAMS
3660,KEN KELLY
3661,HARRY TURTLEDOVE
3662,ROBERT HARRIS
3663,WALTER TEVIS
3664,WALTER WANGERIN JR.
3665,NEVIL SHUTE
3666,CONRAD BLACK
3667,BRIAN ALDISS
3668,JENNIFER NIVEN
3669,STEPHEN HAWKING
3670,BRIAN MACARTHUR
3671,RICHARD A. KNAAK
3672,JOSEPH STANISLAW
3673,HERMAN WOUK
3674,DANIEL HOOD
3675,GUNTER BÖHMER
3676,BRITTA HERZ
3677,THOMAS FINN
3678,KARL-HEINZ WITZKO
3679,PETER F. HAMILTON
3680,IRENE M. PASCOE
3681,AMY GOLDMAN KOSS
3682,STEPHANIE BARRON
3683,WILLIAM W. HEWITT
3684,MIRCEA ELIADE
3685,JOHN WYNDHAM
3686,WILLIAM BOYD
3687,JOHN M. COHEN
3688,MARK J. COHEN
3689,D. GA WHITTEN
3690,WG
3691,WG MOORE MOORE
3692,FRIEDRICH NIETZSCHE
3693,RJ HOLLINGDALE
3694,A.R.R.R. ROBERTS
3695,H LEIGHTON STEWARD
3696,MICHAEL JH TAYLOR
3697,DAVID MONDEY
3698,MONIQUE ROFFEY
3699,PETER BLEKSLEY
3700,S.ANDERSON BLACK
3701,PARRAGON
3702,BETTER HOMES &AMP; GARDENS
3703,JOAN LEWIS
3704,LYNETTE CHIL
3705,BRIAN COLE
3706,D. GRIFFITH
3707,TOM HOLLAND
3708,BEA REITER
3709,ALBERT BICHLER
3710,HORST HERZIG
3711,TINA HERZIG
3712,JILL REMAINS
3713,NATALIE ZEMON DAVIS
3714,NORA EPHRON
3715,ILLIAD
3716,BOB HERBSTMAN
3717,"ILLIAD"" FRAZER JD"
3718,NANCY FRIDAY
3719,AMANDA QUICK
3720,GLORIA STEINEM
3721,LISA CAREY
3722,JOANNE ROCK
3723,ANDY RATHBONE
3724,WILLIAM J. BENNETT
3725,RICHARD PARRISH
3726,TREVANIAN
3727,ALAN BULLOCK
3728,MEWA RAMGOBIN
3729,LOU DUBOSE
3730,LEGS MCNEIL
3731,GILLIAN MCCAIN
3732,STEPHEN BAKER
3733,JACKIE GEYER
3734,LYNNE WITHEY
3735,FLAVIUS JOSEPHUS
3736,BETTY RADICE
3737,JULIAN BARNES
3738,KURT WAGENSEIL
3739,THUCYDIDES
3740,STEVEN LATTIMORE
3741,JOE KLEIN
3742,JOAN DIDION
3743,TODD GITLIN
3744,STEVEN FRASER
3745,NEIL POSTMAN
3746,PAT ROBERTSON
3747,FIROOZEH DUMAS
3748,ROSAMUNDE PILCHER
3749,CATHLEEN SCHINE
3750,FRANCINE PROSE
3751,WILLIAM DIETRICH
3752,RUBY JEAN JENSEN
3753,JOHN DERBYSHIRE
3754,THICH NHAT HANH
3755,PETER LEVITT
3756,JERRY SPINELLI
3757,JEFFREY HUDSON
3758,BARBARA SERANELLA
3759,ALICE BLANCHARD
3760,TRACEY WEST
3761,MARGARET GEORGE
3762,LOUIS BEGLEY
3763,ELIZABETH VON ARNIM
3764,MARILYN WALLACE
3765,CAMERON TUTTLE
3766,SUSANNAH BETTAG
3767,T. JEFFERSON PARKER
3768,ROBERT MORGAN
3769,PAUL KEMPRECOS
3770,JANET GROENE
3771,GORDON GROENE
3772,ERIC GARCIA
3773,STUART PAWSON
3774,ROBERT J. RINGER
3775,GARY BRAVER
3776,STEPHEN C. GEORGE
3777,KENNETH WINSTON CAINE
3778,MEN'S HEAL
3779,STEVE ETTLINGER
3780,JAMES S THAYER
3781,KRISTIANA GREGORY
3782,ABRAHAM VERGHESE
3783,ROBIN JARVIS
3784,COLIN DANN
3785,URSULA MORAY WILLIAMS
3786,SARAH MLYNOWSKI
3787,MICHAEL BERGIN
3788,KAREN TEMPLETON
3789,LINDA LENHOFF
3790,CLAIRE COOK
3791,LAUREN WEISBERGER
3792,JOHN GRAY
3793,SILVANA KLEIN
3794,DIRK VAN GUNSTEREN
3795,SUSAN SONTAG
3796,REINHARD KAISER
3797,PETER K. WEHRLI
3798,FRITZ KRENN
3799,TOM SHACHTMAN
3800,WARIS DIRIE
3801,CATHLEEN MILLER
3802,ANTOINE BELLO
3803,CLAUDIA KALSCHEUER
3804,WERNER BURCKHARDT
3805,VERENA KOCH
3806,HEIKE GEISSLER
3807,KLAAS HUIZING
3808,INGRID NOLL
3809,JÜRGEN ABEL
3810,DANIELA HUZLY
3811,GREGOR GYSI
3812,CELIA FREMLIN
3813,MARCUS GEISS AND HENNING STEGELMANN
3814,RISA MICKENBERG
3815,JOANNE DUGAN
3816,BRIAN
3817,PAUL ZINDEL
3818,ALICE MILLER
3819,PHILIP ZALESKI
3820,PAUL KAUFMAN
3821,DENNIS COVINGTON
3822,GUIDO ECKERT
3823,SIRI HUSTVEDT
3824,GEORGES MONTFOREZ
3825,ANTOINE DE SAINT-EXUPÉRY
3826,HIGGINS CLARK
3827,CHRISTOPHER WALLACE
3828,KUNSTMUSEUM BASEL
3829,ROLF FJELDE
3830,JERRI CORGIAT
3831,JOHN DALTON
3832,RICHARD MATHESON
3833,MARJORIE HUDSON
3834,M. NELSON CHUNDER
3835,KARANJIT SIYAN
3836,CHRIS HARE
3837,WENDELL ODOM
3838,FROMMER
3839,MIKE LUPICA
3840,ILYA ILF
3841,EUGENE PETROV
3842,EVGENII PETROV
3843,EDWARD BUNKER
3844,YAAKOV SHABTAI
3845,RICARDA JUNGE
3846,BO HAMPTON
3847,MARK KNEECE
3848,ANDREW H. VACHSS
3849,CATHERINE MILLET
3850,ADRIANA HUNTER
3851,ALBERT SCHWARZENBACH
3852,ANNE FADIMAN
3853,CHRISTOPHER FRAYLING
3854,EDGAR ALLAN POE
3855,GROFF CONKLIN
3856,IRV DOCKTOR
3857,CALVIN TOMKINS
3858,BETTY EDWARDS
3859,BERNARD P. CHAMBERLAIN
3860,LOLA LEMIRE TOSTEVIN
3861,NIGEL TRANTER
3862,GORDON R. DICKSON
3863,JOY WILT BERRY
3864,LAURENCE SHAMES
3865,MICHELE DUNAWAY
3866,MERLINE LOVELACE
3867,HEATHER MACALLISTER
3868,DEBRA DIXON
3869,DEBRA CARROLL
3870,MARY KIRK
3871,JOEY LIGHT
3872,KYLIE BRANT
3873,LAURA GORDON
3874,EMMA GOLDRICK
3875,GOLDRICK
3876,TRACY HUGHES
3877,LAUREL COLLINS
3878,DIANA HALL
3879,KARA LENNOX
3880,RITA HERRON
3881,STEVE MARTINI
3882,NINA BEAUMONT
3883,LISA BINGHAM
3884,EVE GLADSTONE
3885,BARBARA BOSWELL
3886,COUGHLIN
3887,KATHLEEN EAGLE
3888,ANDREA EDWARDS
3889,MINDY NEFF
3890,RITA CLAY ESTRADA
3891,BRASHEAR
3892,DAWSON
3893,JOYCE CAROL OATES
3894,DARIN STRAUSS
3895,RICHARD BERNSTEIN
3896,THOMAS HINE
3897,JESSICA HAGEDORN
3898,PHILIP K. DIKE
3899,GWEN LEE
3900,DORIS ELAINE SAUTER
3901,TIM PO
3902,BERNARD E. ROLLIN
3903,HELEN STAUFFER WINTER
3904,MAEVE BRENNAN
3905,MARY D. ROBERTSON
3906,CHERRIE MORAGA
3907,ANDREA CARLISLE
3908,MARY NARKIEWICZ
3909,MADONNA KOLBENSCHLAG
3910,MIMI LUEBBERMANN
3911,ARLENE S. SKOLNICK
3912,JEROME H. SKOLNICK
3913,BELLA ABZUG
3914,SUSAN BROWNMILLER
3915,ANNE WILSON SCHAEF
3916,CHARLES M. TATUM
3917,NICOLE BLACKMAN
3918,ROBIN BERNSTIEN
3919,SETH CLARK SILBERMAN
3920,RUTH BAETZ
3921,AMANDA DAVIS
3922,JYL LYNN FELMAN
3923,CYNTHIA KADOHATA
3924,MICHAEL E. GERBER
3925,JOHN ELDREDGE
3926,PADRIAC COLUM
3927,EILEEN CAMPBELL
3928,THOMAS RP MIELKE
3929,LUCIANO DE CRESCENZO
3930,LINDE BIRK
3931,MORTON RHUE
3932,AA ATTANASIO
3933,PATRICIA HEDGES
3934,PATRICIA H. HEDGES
3935,JOHN ANDREW STOREY
3936,WILLIAM BARRETT
3937,AMBER K
3938,MARY DAHEIM
3939,HOLLY-JANE RAHLENS
3940,MICHAEL DIBDIN
3941,ANTHONY BURGESS
3942,FYODOR DOSTOEVSKY
3943,CONSTANCE GARNETT
3944,JOSEPH FRANK
3945,JAMES RYAN
3946,CHICO BUARQUE
3947,ALISON ENTREKIN
3948,GREGORY RABASSA
3949,ELIZABETH FISHEL
3950,JANETTE TURNER HOSPITAL
3951,MIGUEL HERNANDEZ
3952,JODY SHIELDS
3953,ALEX CAPUS
3954,STEPHEN M. WYLEN
3955,BERNHARD W. ANDERSON
3956,KATHERYN PFISTERER DARR
3957,SHMULEY BOTEACH
3958,HERMAN MELVILLE
3959,TOM QUIRK
3960,JAMES PRESTON GIRARD
3961,MICHAEL HOROWITZ
3962,VICKI MARSHALL
3963,SYDNE HEATHER SCHINKEL
3964,THOMAS CHARLES SCHINKEL
3965,MELANIE RAWN
3966,JENNIFER ROBERSON
3967,KATE ELLIOTT
3968,ORHAN PAMUK
3969,ERDAG GOKNAR
3970,GOLDBERRY LONG
3971,KATHLEEN NORRIS
3972,ASHLEY WARLICK
3973,GORDON S. HAIGHT
3974,DINAH BIRCH
3975,KITTY RAY
3976,GERALDINE BROOKS
3977,PC CAST
3978,KARLA /LANSDOWNE/SAVE HOCKER
3979,JUDITH A. LANSDOWNE
3980,H
3981,SARAH GALLICK
3982,MAGGIE HABERMAN
3983,JEANE MACINTOSH
3984,PB RYAN
3985,MADDY HUNTER
3986,SHERRILYN KENYON
3987,JILL CHURCHILL
3988,JENNA MCKNIGHT
3989,KATIE MACALISTER
3990,EVELYN VAUGHN
3991,TR REID
3992,KINLEY MACGREGOR
3993,JULIA QUINN
3994,STEPHEN A. BLY
3995,WARREN DUNFORD
3996,ALBERT MURRAY
3997,ELIZABETH MCCRACKEN
3998,NADINE GORDIMER
3999,JOHN HERSEY
4000,KATE FLINT
4001,CHARLOTTE BRONTË
4002,MICHAEL MASON
4003,THOMAS L. LONG
4004,THERESA NELSON
4005,WILLIAM TAYLOR
4006,KRANDALL KRAUS
4007,BARRETT TILLMAN
4008,JOYCE M. ROCHE
4009,MARIE RODRIGUEZ
4010,PHYLLIS SCHNEIDER
4011,RITA CIRESI
4012,LEONARD B. SCOTT
4013,PATRICIA NELL WARREN
4014,ANTHONY BONNER
4015,JESS STEARN
4016,JEAN-CHRISTOPHE RUFIN
4017,TOREY HAYDEN
4018,ARTHUR CONAN DOYLE
4019,SAMUEL R. DELANY
4020,STEPHEN D. ALLEN
4021,BOB DAVIS
4022,SHIRLEY
4023,ALESIA HOLLIDAY
4024,BEATLES
4025,RICHARD N. PATTERSON
4026,RICHARD L. POLESE
4027,PEACE PILGRIM
4028,BARBARA SAVAGE
4029,LOREN EISELEY
4030,GALE E. CHRISTIANSON
4031,JAMES BANNON
4032,JAMES O'REILLY
4033,TARA AUSTEN WEAVER
4034,ANNE CALCAGNO
4035,LESLEY DOWNER
4036,DAVID GATES
4037,THOMAS SCOVILLE
4038,W. SOMERSET MAUGHAM
4039,SOMERSET MAUGHAM
4040,T.CORAGHESSAN BOYLE
4041,NANCY ALBERTS
4042,KAREN JEROME
4043,VALERIE CARNES
4044,BRUNO MADDOX
4045,SANDRA MAGSAMEN
4046,ROBERT CLAIBORNE
4047,HUGH PRATHER
4048,GERALD JAMPOLSKY
4049,ALICE RANDALL
4050,THOMAS TRYON
4051,LP HARTLEY
4052,PETER QUENNELL
4053,GERTRUD MUEL NELSON
4054,MICHAEL KUNZE
4055,JOHN G. FULLER
4056,CHARLES BARRY TOWNSEND
4057,BARBARA HOBERMAN LEVINE
4058,JIM DREAVER
4059,BARBARA GRAHAM
4060,VICTORIA ROBERTS
4061,KEVIN LEMAN
4062,LYDIA ADAMSON
4063,MARGOT ADLER
4064,TERENCE HANBURY WHITE
4065,KATHERINE MOSBY
4066,PHILIPPE DJIAN
4067,KARA DALKEY
4068,KIRSTY GUNN
4069,EDWARD GOREY
4070,MICK MIDDLES
4071,MELVYN BRAGG
4072,THOMAS MANN
4073,JOHN E. WOODS
4074,MICHAEL FRAYN
4075,STEVE JACKSON
4076,IAN LIVINGSTONE
4077,WILL RANDALL
4078,JAMES HAWES
4079,WILLIAM MAKEPEACE THACKERAY
4080,THOMAS DE QUINCEY
4081,ALAN RUSSELL
4082,DOUGLAS LINDSAY
4083,KATHRYN WESLEY
4084,RICHARD L. ZETTLER
4085,LEE HORNE
4086,ALEXANDRA FULLER
4087,BILL CLEAVER
4088,VERA CLEAVER
4089,CHRISTOPHER WRIGHT
4090,LINDA BOLTON
4091,DANA FACAROS
4092,THOMAS PARSONS
4093,LILY TUCK
4094,HAROLD TARRANT
4095,HUGH TREDENNIC
4096,FRANS HAACKEN
4097,ELIYAHU M. GOLDRATT
4098,JEFF COX
4099,BETTINE VON ARNIM
4100,TILL RAETHER
4101,ERICH KÄSTNER
4102,JAY PARINI
4103,ALIX KATES SHULMAN
4104,EMILY CARMICHAEL
4105,PHYLLIS A. WHITNEY
4106,MICHAEL WALLNER
4107,CORINA TETTINGER
4108,DAVID CONGALTON
4109,MARY ALICE MONROE
4110,DONALD E. KNUTH
4111,GRAHAM SALISBURY
4112,MARTINE BATES
4113,SARAH MASTERS BUCKEY
4114,ROBERT M. PIRSIG
4115,JACK HENRY ABBOTT
4116,MICHIO KAKU
4117,ROBERT O'KEEFE
4118,ZOLAR
4119,ELIZABETH CLARE PROPHET
4120,PATRICIA R. SPADARO
4121,LEWIS RICHMOND
4122,ECKHART TOLLE
4123,ERICH VON DANIKEN
4124,GENEVIEVE L. PAULSON
4125,JANE HOPE
4126,BORIN VAN LOON
4127,REV RAY T. MALBROUGH
4128,ISRAEL REGARDIE
4129,MELVIN MORSE
4130,FATHER OSCAR LUKEFAHR CM
4131,RJ STEWART
4132,BROTHER LAWRENCE
4133,PHYLLIS GALDE
4134,JAN FRIES
4135,DENISE LINN
4136,JACK HAMM
4137,KATE HORSLEY
4138,GARY QUINN
4139,JONATHAN DEE
4140,MARIAN GREEN
4141,HORIK SVENSSON
4142,LLEWELLYN
4143,DONALD MICHAEL KRAIG
4144,ANDREW MCGAHAN
4145,KAY REDFIELD JAMISON
4146,GUY DAMIAN-KNIGHT
4147,EDWARD SHORTER
4148,ELLIOT PERLMAN
4149,JIM SCHUTZE
4150,MICHAEL DOBBS
4151,GEOFFREY CHAUCER - EDITED BY AC CAWLEY
4152,MINFONG HO
4153,NANCY MADORE
4154,URSULA K LE GUIN
4155,VIRGIL
4156,DAVID WEST
4157,JEAN RHYS
4158,WHITLEY STRIEBER
4159,KAREN HARPER
4160,AMY R. KAPLAN
4161,MICHAEL KELLER
4162,JIMMY THAPA
4163,RAYMOND BUCKLAND
4164,ANNA MAXTED
4165,JON HASSLER
4166,SHANNON DRAKE
4167,ROBERT KORNWISE
4168,LINDA GREENLAW
4169,SHELDON VANAUKEN
4170,SUSAN POLIS SCHUTZ
4171,STEPHEN SCHUTZ
4172,BRAUN LILIAN JACKSON
4173,ALISON FRASER
4174,ROBYN DONALD
4175,N. RICHARD NASH
4176,WAYNE W DYER
4177,FORD MADOX FORD
4178,BRANDON
4179,JAY BRANDON
4180,WILL HOBBS
4181,WITI TAME IHIMAERA
4182,LUIS SEPÚLVEDA
4183,FRANÇOIS MASPÉRO
4184,LANDOLL INC.
4185,ALEXANDRA STODDARD
4186,MARC ROMANO
4187,MARGOT ANAND
4188,SCHOLASTIC BOOKS
4189,ELLEN MILES
4190,BEN M. BAGLIO
4191,MELINDA BLANCHARD
4192,ROBERT BLANCHARD
4193,ANTHONY GOTTLIEB
4194,RICHARD LITTLEJOHN
4195,KIMERON N. HARDIN
4196,MARC-EDOUARD NABE
4197,JOHN LANTIGUA
4198,RALPH WALDO EMERSON
4199,ROBERT SLATER
4200,JOHN GARDNER
4201,FRED VARGAS
4202,IRENE B. BRAND
4203,STANLEY APPELBAUM
4204,ADAM BARROW
4205,ANDREWS
4206,ANDREW CALCUTT
4207,ALEX FLINN
4208,IAN SMALL
4209,MICHAEL BERNSTEIN
4210,SCOTT ROBERTSON
4211,NICK DANZIGER
4212,MARY KAY ASH
4213,MARGUERITE KELLY
4214,ELIA PARSONS
4215,REBECCA HIRSH
4216,JUDITH ZIMMER
4217,DURELL GODFREY
4218,PATRICIA A. MCKILLIP
4219,HEINRICH BOLL
4220,CHRISTEL ROST
4221,DAMIEN SIMONIS
4222,DANIEL ROBINSON
4223,TONY WHEELER
4224,CYRIL COLLARD
4225,BRIGITTE CHABROL
4226,VALÉRIE MALFOY
4227,JEAN-NOËL SCHIFANO
4228,MAGNAN
4229,EUDORA WELTY
4230,VLADIMIR RADUNSKY
4231,BAGRAM IBATOULLINE
4232,SHELLEY MOORE THOMAS
4233,JENNIFER PLECAS
4234,CHRIS HEDGES
4235,JULIEN GRACQ
4236,JEROME KLAPKA JEROME
4237,FÉDOR DOSTOÏEVSKI
4238,ALAIN BESANÇON
4239,ALBERT MOUSSET
4240,MONTHERLANT
4241,PAM FRANKAU
4242,RICHARD FIRSTMAN
4243,JAMIE TALAN
4244,HAROLD ROBBINS
4245,SAM A. DONALDSON JR.
4246,CHRISTINE MCGUIRE
4247,CARLA NORTON
4248,ALLAN ECKERT
4249,JACK WOMACK
4250,PIERRE PELOT
4251,ANNE DAMOUR
4252,STÉFAN ZWEIG
4253,DOMINIQUE AUTRAND
4254,CLIFFORD D. SIMAK
4255,JEROME K. JEROME
4256,GEORGES SIMENON
4257,ROSE-MARIE MAKINO-FAYOLLE
4258,L. SPRAGUE DE CAMP
4259,LIN CARTER
4260,AUGUST WILLIAM DERLETH
4261,SR. MARY JEAN DORCY
4262,JN WILLIAMSON
4263,GARY NULL
4264,SHARAN NEWMAN
4265,AE VAN VOGT
4266,BRADY
4267,EARL B. MCELFRESH
4268,ADAM BRAVER
4269,PIERS PAUL READ
4270,SYDNEY OMARR
4271,CARL PAYNE TOBEY
4272,LEONARD BARDEN
4273,CHARLES H. GOREN
4274,CAROLE BELLACERA
4275,PHILIPP VANDENBERG
4276,JEFFERY HUDSON
4277,BIRGIT SCHÖNBERGER
4278,ZOË JENNY
4279,AL HASKETT
4280,MARY JANE MAFFINI
4281,JUDITH ARNOLD
4282,BARBARA KEILER
4283,CHRISTOPHER PAUL CURTIS
4284,KARIN FOSSUM
4285,JOSEPH GARCIA
4286,BURTON WHITE
4287,YITTA HALBERSTAM
4288,JUDITH LEVENTHAL
4289,BERNIE S. SIEGEL
4290,MATT RIDLEY
4291,THOMAS K. LANDAUER
4292,SYED HUSSEIN ALATAS
4293,JENNIFER WORICK
4294,KERRY COLBURN
4295,ANNE HIGGINS
4296,MILLIE STAMM
4297,SUSAN OSTROV WEISSER
4298,MILLIE CRISWELL
4299,HEATHER MCNAMARA
4300,LOIS KEITH
4301,ED HIRSCH JR.
4302,MARK FUHRMAN
4303,N COLLINS
4304,ALAN TITCHMARSH
4305,MILLIGAN
4306,STEPHEN FRY
4307,JONATHAN MILLER
4308,DAWNA WALTER
